Time;Current;Temperature;Vbat1;Vbat2;Vbat3;Vbat4
205;1.017;24.81;3.32;3.33;3.33;3.32
207;1.017;24.81;3.32;3.33;3.33;3.32
209;1.015;24.81;3.32;3.33;3.33;3.32
211;1.015;24.81;3.32;3.33;3.34;3.32
213;1.015;24.81;3.32;3.33;3.34;3.32
215;1.015;24.81;3.32;3.33;3.34;3.32
217;1.013;24.81;3.32;3.33;3.34;3.32
219;1.013;24.81;3.32;3.33;3.34;3.33
220;1.017;24.75;3.33;3.33;3.32;3.33
222;1.019;24.75;3.33;3.33;3.34;3.33
224;1.019;24.75;3.33;3.33;3.34;3.33
226;1.015;24.81;3.33;3.34;3.34;3.33
228;1.015;24.75;3.33;3.34;3.34;3.33
230;1.019;24.75;3.33;3.34;3.34;3.33
232;1.015;24.75;3.33;3.34;3.34;3.33
234;1.017;24.75;3.33;3.34;3.35;3.33
235;1.019;24.75;3.33;3.34;3.35;3.34
237;1.017;24.75;3.33;3.34;3.35;3.34
239;1.019;24.75;3.33;3.34;3.35;3.34
241;1.017;24.75;3.33;3.34;3.35;3.34
243;1.019;24.75;3.33;3.34;3.35;3.34
245;1.017;24.75;3.34;3.34;3.35;3.34
247;1.015;24.75;3.34;3.34;3.35;3.34
249;1.015;24.75;3.34;3.35;3.35;3.34
250;1.021;24.75;3.34;3.35;3.35;3.34
252;1.021;24.75;3.34;3.35;3.35;3.34
254;1.017;24.75;3.34;3.35;3.36;3.34
256;1.017;24.75;3.34;3.35;3.36;3.34
258;1.019;24.75;3.34;3.35;3.36;3.34
260;1.015;24.75;3.34;3.35;3.36;3.35
262;1.017;24.75;3.34;3.35;3.36;3.35
264;1.017;24.75;3.34;3.35;3.36;3.35
265;1.017;24.75;3.34;3.35;3.36;3.35
267;1.017;24.75;3.35;3.35;3.36;3.35
269;1.015;24.75;3.35;3.35;3.36;3.35
271;1.015;24.69;3.35;3.36;3.36;3.35
273;1.017;24.69;3.35;3.36;3.36;3.35
275;1.019;24.75;3.35;3.36;3.36;3.35
277;1.013;24.69;3.35;3.36;3.36;3.35
278;1.019;24.69;3.35;3.36;3.37;3.35
280;1.019;24.75;3.36;3.36;3.34;3.35
282;1.017;24.75;3.35;3.36;3.37;3.36
284;1.019;24.75;3.35;3.36;3.37;3.36
286;1.019;24.69;3.35;3.36;3.37;3.36
288;1.015;24.69;3.35;3.36;3.37;3.36
290;1.017;24.69;3.35;3.36;3.37;3.36
292;1.019;24.69;3.36;3.36;3.37;3.36
293;1.019;24.69;3.36;3.36;3.37;3.36
295;1.019;24.69;3.36;3.36;3.37;3.36
297;1.017;24.69;3.36;3.37;3.37;3.36
299;1.019;24.69;3.36;3.37;3.37;3.36
301;1.019;24.69;3.36;3.37;3.37;3.36
303;1.019;24.69;3.36;3.37;3.38;3.36
305;1.015;24.69;3.36;3.37;3.38;3.36
307;1.019;24.69;3.36;3.37;3.38;3.37
308;1.017;24.69;3.36;3.37;3.38;3.37
310;1.017;24.69;3.36;3.37;3.38;3.37
312;1.017;24.69;3.36;3.37;3.38;3.37
314;1.019;24.69;3.36;3.37;3.38;3.37
316;1.021;24.69;3.36;3.37;3.38;3.37
318;1.015;24.69;3.36;3.37;3.38;3.37
320;1.017;24.69;3.37;3.37;3.38;3.37
322;1.019;24.69;3.37;3.37;3.38;3.37
323;1.023;24.69;3.37;3.37;3.38;3.37
325;1.019;24.69;3.37;3.38;3.38;3.37
327;1.017;24.69;3.37;3.38;3.38;3.37
329;1.019;24.69;3.37;3.38;3.38;3.37
331;1.017;24.62;3.37;3.38;3.38;3.37
333;1.017;24.69;3.37;3.38;3.39;3.37
335;1.019;24.62;3.37;3.38;3.39;3.38
337;1.015;24.62;3.37;3.38;3.39;3.38
338;1.017;24.69;3.37;3.38;3.39;3.38
340;1.021;24.69;3.37;3.38;3.39;3.38
342;1.019;24.62;3.37;3.38;3.39;3.38
344;1.017;24.62;3.37;3.38;3.39;3.38
346;1.019;24.69;3.37;3.38;3.39;3.38
348;1.019;24.69;3.37;3.38;3.39;3.38
350;1.017;24.69;3.38;3.38;3.39;3.38
351;1.015;24.62;3.38;3.38;3.39;3.38
353;1.019;24.69;3.38;3.38;3.39;3.38
355;1.019;24.69;3.38;3.39;3.37;3.38
357;1.021;24.69;3.38;3.39;3.39;3.38
359;1.017;24.69;3.38;3.39;3.39;3.38
361;1.019;24.62;3.38;3.39;3.39;3.39
363;1.019;24.62;3.38;3.39;3.4;3.39
365;1.015;24.69;3.38;3.39;3.4;3.39
366;1.021;24.62;3.38;3.39;3.4;3.39
368;1.017;24.62;3.38;3.39;3.4;3.39
370;1.023;24.62;3.38;3.39;3.4;3.39
372;1.019;24.62;3.38;3.39;3.4;3.39
374;1.021;24.62;3.38;3.39;3.4;3.39
376;1.019;24.62;3.38;3.39;3.4;3.39
378;1.021;24.62;3.38;3.39;3.4;3.39
380;1.026;24.62;3.39;3.39;3.38;3.39
381;1.023;24.62;3.38;3.39;3.4;3.39
383;1.019;24.62;3.39;3.39;3.4;3.39
385;1.019;24.62;3.39;3.39;3.4;3.39
387;1.021;24.62;3.39;3.39;3.4;3.39
389;1.021;24.62;3.39;3.4;3.4;3.39
391;1.021;24.62;3.39;3.39;3.4;3.39
393;1.023;24.62;3.39;3.4;3.4;3.39
395;1.021;24.62;3.39;3.4;3.4;3.39
396;1.021;24.62;3.39;3.4;3.4;3.4
398;1.019;24.62;3.39;3.4;3.41;3.4
400;1.015;24.62;3.39;3.4;3.41;3.4
402;1.023;24.62;3.39;3.4;3.41;3.4
404;1.019;24.62;3.39;3.4;3.41;3.4
406;1.026;24.62;3.39;3.4;3.41;3.4
408;1.019;24.62;3.39;3.4;3.41;3.4
410;1.023;24.62;3.39;3.4;3.41;3.4
411;1.019;24.62;3.39;3.4;3.41;3.4
413;1.023;24.62;3.39;3.4;3.41;3.4
415;1.023;24.62;3.39;3.4;3.41;3.4
417;1.026;24.62;3.39;3.4;3.41;3.4
419;1.023;24.62;3.39;3.4;3.41;3.4
421;1.023;24.62;3.4;3.4;3.41;3.4
423;1.021;24.62;3.4;3.4;3.41;3.4
424;1.023;24.62;3.4;3.4;3.41;3.4
426;1.021;24.62;3.4;3.4;3.41;3.4
428;1.021;24.62;3.4;3.4;3.41;3.4
430;1.026;24.62;3.4;3.41;3.41;3.41
432;1.019;24.62;3.4;3.41;3.41;3.4
434;1.023;24.62;3.4;3.41;3.41;3.41
436;1.026;24.62;3.4;3.41;3.42;3.41
438;1.023;24.62;3.4;3.41;3.42;3.41
439;1.021;24.62;3.4;3.41;3.42;3.41
441;1.019;24.62;3.4;3.41;3.42;3.41
443;1.019;24.62;3.4;3.41;3.42;3.41
445;1.021;24.62;3.4;3.41;3.42;3.41
447;1.023;24.62;3.4;3.41;3.42;3.41
449;1.023;24.62;3.4;3.41;3.42;3.41
451;1.021;24.62;3.4;3.41;3.42;3.41
453;1.021;24.62;3.4;3.41;3.42;3.41
454;1.017;24.62;3.4;3.41;3.42;3.41
456;1.023;24.62;3.4;3.41;3.42;3.41
458;1.026;24.62;3.4;3.41;3.42;3.41
460;1.021;24.62;3.4;3.41;3.42;3.41
462;1.023;24.62;3.4;3.41;3.42;3.41
464;1.023;24.62;3.41;3.41;3.42;3.41
466;1.021;24.62;3.41;3.41;3.42;3.41
468;1.021;24.62;3.41;3.41;3.42;3.41
469;1.023;24.62;3.41;3.41;3.42;3.41
471;1.028;24.62;3.41;3.41;3.42;3.41
473;1.021;24.62;3.41;3.41;3.42;3.41
475;1.019;24.62;3.41;3.41;3.43;3.42
477;1.019;24.62;3.41;3.42;3.42;3.42
479;1.021;24.62;3.41;3.42;3.42;3.42
481;1.019;24.62;3.41;3.42;3.43;3.42
483;1.026;24.62;3.41;3.42;3.43;3.42
484;1.021;24.69;3.41;3.42;3.43;3.42
486;1.026;24.69;3.41;3.42;3.43;3.42
488;1.026;24.69;3.41;3.42;3.43;3.42
490;1.019;24.69;3.41;3.42;3.43;3.42
492;1.026;24.69;3.41;3.42;3.43;3.42
494;1.026;24.69;3.41;3.42;3.43;3.42
496;1.021;24.69;3.41;3.42;3.43;3.42
498;1.021;24.69;3.41;3.42;3.43;3.42
499;1.026;24.69;3.41;3.42;3.43;3.42
501;1.021;24.69;3.41;3.42;3.43;3.42
503;1.023;24.69;3.41;3.42;3.43;3.42
505;1.023;24.69;3.41;3.42;3.43;3.42
507;1.023;24.69;3.42;3.42;3.41;3.42
509;1.023;24.69;3.41;3.42;3.43;3.42
511;1.021;24.69;3.41;3.42;3.43;3.42
512;1.023;24.69;3.42;3.42;3.43;3.42
514;1.019;24.69;3.42;3.42;3.43;3.42
516;1.023;24.69;3.42;3.42;3.43;3.42
518;1.026;24.69;3.42;3.42;3.43;3.42
520;1.021;24.69;3.42;3.42;3.43;3.42
522;1.021;24.69;3.42;3.42;3.43;3.42
524;1.023;24.69;3.42;3.42;3.43;3.42
526;1.023;24.69;3.42;3.42;3.43;3.42
527;1.023;24.69;3.42;3.42;3.44;3.42
529;1.023;24.69;3.42;3.43;3.41;3.42
531;1.026;24.69;3.42;3.43;3.43;3.43
533;1.026;24.69;3.42;3.43;3.43;3.42
535;1.023;24.69;3.42;3.43;3.43;3.43
537;1.023;24.69;3.42;3.43;3.43;3.43
539;1.021;24.69;3.42;3.43;3.44;3.43
541;1.021;24.69;3.42;3.43;3.44;3.43
542;1.026;24.69;3.42;3.43;3.44;3.43
544;1.021;24.69;3.42;3.43;3.44;3.43
546;1.026;24.75;3.42;3.43;3.44;3.43
548;1.021;24.69;3.42;3.43;3.44;3.43
550;1.026;24.69;3.42;3.43;3.44;3.43
552;1.023;24.69;3.42;3.43;3.44;3.43
554;1.026;24.69;3.42;3.43;3.44;3.43
556;1.026;24.69;3.42;3.43;3.44;3.43
557;1.028;24.69;3.42;3.43;3.44;3.43
559;1.021;24.75;3.42;3.43;3.44;3.43
561;1.023;24.75;3.42;3.43;3.44;3.43
563;1.021;24.75;3.42;3.43;3.44;3.43
565;1.021;24.75;3.42;3.43;3.44;3.43
567;1.023;24.75;3.42;3.43;3.44;3.43
569;1.023;24.75;3.42;3.43;3.44;3.43
571;1.028;24.75;3.43;3.43;3.44;3.43
572;1.017;24.75;3.43;3.43;3.44;3.43
574;1.023;24.75;3.43;3.43;3.44;3.43
576;1.026;24.75;3.43;3.43;3.44;3.43
578;1.023;24.75;3.43;3.43;3.44;3.43
580;1.026;24.75;3.43;3.43;3.44;3.44
582;1.026;24.75;3.43;3.43;3.44;3.43
584;1.026;24.75;3.43;3.43;3.44;3.44
585;1.028;24.75;3.43;3.43;3.44;3.44
587;1.023;24.75;3.43;3.43;3.44;3.44
589;1.026;24.75;3.43;3.44;3.44;3.44
591;1.021;24.75;3.43;3.44;3.45;3.44
593;1.03;24.75;3.43;3.44;3.45;3.44
595;1.028;24.75;3.43;3.44;3.45;3.44
597;1.028;24.75;3.43;3.44;3.45;3.44
599;1.023;24.81;3.43;3.44;3.45;3.44
600;1.021;24.75;3.43;3.44;3.45;3.44
602;1.023;24.81;3.43;3.44;3.45;3.44
604;1.023;24.75;3.43;3.44;3.45;3.44
606;1.021;24.75;3.43;3.44;3.45;3.44
608;1.026;24.81;3.43;3.44;3.45;3.44
610;1.023;24.75;3.43;3.44;3.45;3.44
612;1.026;24.81;3.43;3.44;3.45;3.44
614;1.023;24.81;3.44;3.44;3.43;3.44
615;1.026;24.81;3.43;3.44;3.45;3.44
617;1.021;24.81;3.43;3.44;3.45;3.44
619;1.026;24.81;3.43;3.44;3.45;3.44
621;1.026;24.81;3.43;3.44;3.45;3.44
623;1.026;24.81;3.43;3.44;3.45;3.44
625;1.026;24.81;3.43;3.44;3.45;3.44
627;1.026;24.81;3.43;3.44;3.45;3.44
629;1.026;24.81;3.43;3.44;3.45;3.44
630;1.026;24.81;3.43;3.44;3.45;3.44
632;1.026;24.81;3.44;3.44;3.45;3.44
634;1.023;24.81;3.44;3.44;3.45;3.44
636;1.026;24.81;3.44;3.44;3.45;3.44
638;1.028;24.81;3.44;3.44;3.45;3.45
640;1.023;24.81;3.44;3.44;3.45;3.44
642;1.023;24.81;3.44;3.44;3.45;3.45
644;1.028;24.81;3.44;3.44;3.45;3.45
645;1.026;24.81;3.44;3.44;3.45;3.44
647;1.023;24.81;3.44;3.44;3.45;3.44
649;1.03;24.81;3.44;3.44;3.45;3.45
651;1.019;24.81;3.44;3.44;3.45;3.45
653;1.026;24.87;3.44;3.44;3.46;3.45
655;1.026;24.81;3.44;3.45;3.46;3.45
657;1.026;24.87;3.44;3.45;3.46;3.45
658;1.026;24.87;3.44;3.45;3.46;3.45
660;1.023;24.87;3.44;3.45;3.46;3.45
662;1.023;24.87;3.44;3.45;3.46;3.45
664;1.026;24.87;3.44;3.45;3.46;3.45
666;1.028;24.87;3.44;3.45;3.46;3.45
668;1.026;24.87;3.44;3.45;3.46;3.45
670;1.03;24.87;3.44;3.45;3.46;3.45
672;1.023;24.87;3.44;3.45;3.46;3.45
673;1.03;24.87;3.44;3.45;3.46;3.45
675;1.028;24.87;3.44;3.45;3.46;3.45
677;1.023;24.87;3.44;3.45;3.46;3.45
679;1.026;24.87;3.44;3.45;3.46;3.45
681;1.026;24.87;3.44;3.45;3.46;3.45
683;1.023;24.87;3.45;3.45;3.44;3.45
685;1.028;24.87;3.44;3.45;3.46;3.45
687;1.026;24.87;3.44;3.45;3.46;3.45
688;1.028;24.87;3.44;3.45;3.46;3.45
690;1.028;24.87;3.44;3.45;3.46;3.45
692;1.026;24.87;3.44;3.45;3.46;3.45
694;1.026;24.94;3.44;3.45;3.46;3.45
696;1.026;24.94;3.44;3.45;3.46;3.45
698;1.023;24.94;3.44;3.45;3.46;3.45
700;1.023;24.94;3.44;3.45;3.46;3.45
702;1.03;24.94;3.45;3.45;3.46;3.45
703;1.028;24.94;3.45;3.45;3.46;3.46
705;1.026;24.94;3.45;3.45;3.46;3.46
707;1.026;24.94;3.45;3.45;3.46;3.46
709;1.026;24.94;3.45;3.45;3.46;3.46
711;1.028;24.94;3.45;3.45;3.46;3.46
713;1.028;24.94;3.45;3.45;3.46;3.46
715;1.026;24.94;3.45;3.45;3.46;3.46
717;1.028;24.94;3.45;3.45;3.46;3.46
718;1.023;24.94;3.45;3.45;3.46;3.46
720;1.028;24.94;3.45;3.45;3.47;3.46
722;1.026;24.94;3.45;3.45;3.47;3.46
724;1.03;24.94;3.45;3.45;3.47;3.46
726;1.028;24.94;3.45;3.45;3.47;3.46
728;1.028;24.94;3.45;3.45;3.47;3.46
730;1.021;24.94;3.45;3.46;3.47;3.46
732;1.028;24.94;3.45;3.46;3.47;3.46
733;1.03;24.94;3.45;3.46;3.47;3.46
735;1.026;24.94;3.45;3.46;3.47;3.46
737;1.026;25;3.45;3.46;3.47;3.46
739;1.026;25;3.45;3.46;3.47;3.46
741;1.028;25;3.45;3.46;3.47;3.46
743;1.026;25;3.45;3.46;3.47;3.46
745;1.03;25;3.45;3.46;3.47;3.46
746;1.026;25;3.45;3.46;3.47;3.46
748;1.03;25;3.45;3.46;3.47;3.46
750;1.03;25;3.45;3.46;3.47;3.46
752;1.03;25;3.45;3.46;3.47;3.46
754;1.028;25;3.45;3.46;3.47;3.46
756;1.026;25;3.45;3.46;3.47;3.46
758;1.028;25;3.45;3.46;3.47;3.46
760;1.028;25;3.45;3.46;3.47;3.46
761;1.03;25;3.45;3.46;3.47;3.46
763;1.026;25;3.45;3.46;3.47;3.46
765;1.03;25;3.45;3.46;3.47;3.46
767;1.026;25;3.45;3.46;3.47;3.46
769;1.026;25;3.45;3.46;3.47;3.46
771;1.028;25;3.45;3.46;3.47;3.46
773;1.026;25;3.45;3.46;3.47;3.46
775;1.03;25;3.45;3.46;3.47;3.46
776;1.03;25.06;3.46;3.46;3.47;3.46
778;1.03;25.06;3.46;3.46;3.47;3.46
780;1.026;25.06;3.46;3.46;3.47;3.46
782;1.032;25.06;3.46;3.46;3.47;3.46
784;1.03;25.06;3.46;3.46;3.47;3.46
786;1.032;25.06;3.46;3.46;3.47;3.46
788;1.026;25.06;3.46;3.46;3.47;3.46
790;1.03;25.06;3.46;3.46;3.47;3.46
791;1.03;25.06;3.46;3.46;3.47;3.46
793;1.03;25.06;3.46;3.46;3.47;3.47
795;1.03;25.06;3.46;3.46;3.47;3.47
797;1.028;25.06;3.46;3.46;3.47;3.47
799;1.026;25.06;3.46;3.46;3.47;3.47
801;1.028;25.06;3.46;3.46;3.47;3.47
803;1.028;25.06;3.46;3.46;3.47;3.47
805;1.03;25.06;3.46;3.46;3.47;3.47
806;1.03;25.06;3.46;3.46;3.47;3.47
808;1.023;25.06;3.46;3.47;3.47;3.47
810;1.03;25.06;3.46;3.46;3.48;3.47
812;1.03;25.06;3.46;3.47;3.47;3.47
814;1.023;25.06;3.46;3.47;3.48;3.47
816;1.03;25.06;3.46;3.47;3.48;3.47
818;1.03;25.06;3.46;3.47;3.48;3.47
819;1.032;25.12;3.46;3.47;3.48;3.47
821;1.03;25.06;3.46;3.47;3.48;3.47
823;1.03;25.06;3.46;3.47;3.48;3.47
825;1.03;25.12;3.46;3.47;3.48;3.47
827;1.028;25.12;3.46;3.47;3.48;3.47
829;1.028;25.12;3.46;3.47;3.48;3.47
831;1.034;25.12;3.46;3.47;3.48;3.47
833;1.028;25.12;3.46;3.47;3.48;3.47
834;1.03;25.12;3.46;3.47;3.48;3.47
836;1.028;25.12;3.46;3.47;3.48;3.47
838;1.032;25.12;3.46;3.47;3.48;3.47
840;1.032;25.12;3.46;3.47;3.48;3.47
842;1.032;25.12;3.46;3.47;3.48;3.47
844;1.03;25.12;3.46;3.47;3.48;3.47
846;1.03;25.12;3.46;3.47;3.48;3.47
848;1.023;25.12;3.46;3.47;3.48;3.47
849;1.026;25.12;3.46;3.47;3.48;3.47
851;1.03;25.12;3.46;3.47;3.48;3.47
853;1.028;25.12;3.46;3.47;3.48;3.47
855;1.032;25.19;3.46;3.47;3.48;3.47
857;1.03;25.12;3.46;3.47;3.48;3.47
859;1.032;25.12;3.46;3.47;3.48;3.47
861;1.032;25.12;3.46;3.47;3.48;3.47
863;1.032;25.12;3.46;3.47;3.48;3.47
864;1.032;25.12;3.46;3.47;3.48;3.47
866;1.03;25.12;3.46;3.47;3.48;3.47
868;1.028;25.19;3.46;3.47;3.48;3.47
870;1.026;25.19;3.46;3.47;3.48;3.47
872;1.026;25.19;3.46;3.47;3.48;3.47
874;1.032;25.19;3.46;3.47;3.48;3.47
876;1.03;25.19;3.46;3.47;3.48;3.47
878;1.03;25.19;3.46;3.47;3.48;3.47
879;1.028;25.19;3.47;3.47;3.48;3.47
881;1.028;25.19;3.47;3.47;3.48;3.47
883;1.03;25.19;3.47;3.47;3.48;3.47
885;1.032;25.19;3.47;3.47;3.48;3.48
887;1.028;25.19;3.47;3.47;3.48;3.48
889;1.034;25.19;3.47;3.47;3.48;3.48
891;1.032;25.19;3.47;3.47;3.48;3.48
892;1.034;25.19;3.47;3.47;3.48;3.48
894;1.03;25.19;3.47;3.47;3.48;3.48
896;1.028;25.19;3.47;3.47;3.48;3.48
898;1.032;25.19;3.47;3.47;3.48;3.48
900;1.034;25.19;3.47;3.47;3.48;3.48
902;1.028;25.19;3.47;3.47;3.48;3.48
904;1.03;25.19;3.47;3.47;3.48;3.48
906;1.03;25.25;3.47;3.47;3.48;3.48
907;1.032;25.19;3.47;3.47;3.48;3.48
909;1.032;25.19;3.47;3.47;3.48;3.48
911;1.03;25.19;3.47;3.47;3.48;3.48
913;1.03;25.25;3.47;3.47;3.48;3.48
915;1.034;25.25;3.47;3.47;3.48;3.48
917;1.032;25.25;3.47;3.47;3.48;3.48
919;1.036;25.25;3.47;3.47;3.48;3.48
921;1.032;25.25;3.47;3.47;3.48;3.48
922;1.032;25.25;3.47;3.47;3.48;3.48
924;1.034;25.25;3.47;3.47;3.49;3.48
926;1.03;25.25;3.47;3.47;3.48;3.48
928;1.032;25.25;3.47;3.47;3.48;3.48
930;1.032;25.25;3.47;3.47;3.48;3.48
932;1.032;25.25;3.47;3.47;3.49;3.48
934;1.034;25.25;3.47;3.47;3.49;3.48
936;1.03;25.25;3.47;3.47;3.49;3.48
937;1.028;25.25;3.47;3.48;3.49;3.48
939;1.028;25.25;3.47;3.48;3.49;3.48
941;1.032;25.25;3.47;3.48;3.49;3.48
943;1.034;25.25;3.47;3.48;3.49;3.48
945;1.034;25.25;3.47;3.48;3.49;3.48
947;1.03;25.25;3.47;3.48;3.49;3.48
949;1.034;25.25;3.47;3.48;3.49;3.48
951;1.028;25.25;3.47;3.48;3.49;3.48
952;1.03;25.25;3.47;3.48;3.49;3.48
954;1.032;25.25;3.47;3.48;3.49;3.48
956;1.03;25.25;3.47;3.48;3.49;3.48
958;1.032;25.31;3.47;3.48;3.49;3.48
960;1.03;25.31;3.47;3.48;3.49;3.48
962;1.032;25.31;3.47;3.48;3.49;3.48
964;1.034;25.31;3.47;3.48;3.49;3.48
966;1.032;25.31;3.47;3.48;3.49;3.48
967;1.032;25.31;3.47;3.48;3.49;3.48
969;1.032;25.31;3.47;3.48;3.49;3.48
971;1.028;25.31;3.47;3.48;3.49;3.48
973;1.03;25.31;3.47;3.48;3.49;3.48
975;1.028;25.31;3.47;3.48;3.49;3.48
977;1.032;25.31;3.47;3.48;3.49;3.48
979;1.03;25.31;3.47;3.48;3.49;3.48
980;1.03;25.31;3.47;3.48;3.49;3.48
982;1.026;25.31;3.47;3.48;3.49;3.48
984;1.03;25.31;3.47;3.48;3.49;3.48
986;1.03;25.31;3.47;3.48;3.49;3.48
988;1.03;25.31;3.47;3.48;3.49;3.48
990;1.028;25.31;3.47;3.48;3.49;3.48
992;1.034;25.31;3.47;3.48;3.49;3.48
994;1.032;25.31;3.47;3.48;3.49;3.49
995;1.03;25.31;3.47;3.48;3.49;3.48
997;1.028;25.31;3.47;3.48;3.49;3.48
999;1.032;25.31;3.47;3.48;3.49;3.48
1001;1.032;25.31;3.47;3.48;3.49;3.48
1003;1.032;25.31;3.47;3.48;3.49;3.48
1005;1.03;25.31;3.47;3.48;3.49;3.48
